numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07149;20170201030000;101390;-120;6;170;2.100000;282.750000;282.150000;96;5000;10;2;2;100;8;80;36;mq;mq;100300;mq;mq;10;mq;mq;mq;mq;mq;mq;mq;3.400000;3.600000;-10;2;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;1.400000;mq;mq;mq;mq;8;7;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20170201030000;101520;-60;8;90;2.300000;281.550000;281.550000;100;460;45;mq;mq;101;9;30;mq;mq;mq;100090;mq;mq;80;mq;mq;mq;mq;279.650000;mq;mq;3.300000;3.400000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.200000;0.200000;5.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20170201030000;101750;-30;8;120;2.500000;275.650000;275.650000;100;390;45;mq;mq;101;9;30;mq;mq;mq;97550;mq;mq;250;mq;mq;mq;mq;275.350000;mq;mq;3.500000;4.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;1.400000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20170201030000;101920;-10;8;310;1.800000;274.550000;273.850000;95;2720;10;mq;mq;100;8;450;mq;mq;mq;100030;mq;mq;410;mq;mq;mq;mq;273.650000;mq;mq;2.400000;2.800000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;0.200000;7.300000;mq;mq;mq;mq;8;mq;330;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20170201030000;101100;-120;6;180;6.100000;283.650000;283.450000;99;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100580;mq;mq;-180;mq;mq;mq;mq;mq;mq;mq;7.500000;7.500000;-10;mq;mq;mq;mq;0.400000;0.800000;0.800000;0.800000;9.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20170201030000;101190;-70;6;180;2.000000;282.950000;282.450000;97;2270;61;mq;mq;100;7;450;mq;mq;mq;100870;mq;mq;-170;mq;mq;mq;mq;280.350000;mq;mq;2.500000;3.100000;-10;2;0.000000;mq;mq;0.200000;0.200000;0.200000;0.200000;7.500000;mq;mq;mq;mq;1;mq;510;5;mq;1170;7;mq;1470;mq;mq;mq;
07240;20170201030000;101320;-100;7;150;2.400000;280.750000;279.950000;95;12440;0;mq;mq;mq;4;4440;mq;mq;mq;99960;mq;mq;-140;mq;mq;mq;mq;277.950000;mq;mq;3.900000;3.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;3;mq;4440;4;mq;4980;mq;mq;mq;mq;mq;mq;
07255;20170201030000;101520;-50;6;80;1.700000;277.850000;277.250000;96;270;45;mq;mq;101;9;30;mq;mq;mq;99480;mq;mq;-80;mq;mq;mq;mq;277.750000;mq;mq;1.800000;2.900000;-10;mq;0.000000;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20170201030000;101660;-40;8;170;1.700000;279.550000;279.250000;98;1680;10;mq;mq;100;8;1750;mq;mq;mq;98900;mq;mq;-30;mq;mq;mq;mq;275.450000;mq;mq;2.300000;2.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;1.800000;mq;mq;mq;mq;1;mq;1560;8;mq;2340;mq;mq;mq;mq;mq;mq;
07299;20170201030000;101880;0;0;310;1.600000;275.150000;275.050000;99;1770;61;mq;mq;100;8;80;mq;mq;mq;98510;mq;mq;220;mq;mq;mq;mq;274.250000;mq;mq;2.300000;3.400000;-10;2;0.000000;mq;mq;0.200000;1.500000;4.100000;14.000000;18.800000;mq;mq;mq;mq;7;mq;60;8;mq;330;mq;mq;mq;mq;mq;mq;
07314;20170201030000;101260;-80;7;160;3.400000;282.350000;280.450000;88;9000;3;2;mq;100;8;2250;30;22;mq;100980;mq;mq;-180;mq;mq;mq;mq;mq;mq;mq;4.700000;6.300000;-10;1;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;4;2200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20170201030000;101350;-90;8;170;2.800000;280.750000;279.350000;91;15900;0;mq;mq;100;8;6600;mq;mq;mq;99890;mq;mq;-190;mq;mq;mq;mq;276.250000;mq;mq;3.900000;4.100000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;8;mq;6600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20170201030000;101510;-80;8;130;3.000000;279.850000;278.350000;90;35650;0;mq;mq;mq;0;mq;mq;mq;mq;96680;mq;mq;-140;mq;mq;mq;mq;278.050000;mq;mq;4.600000;6.100000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20170201030000;101580;-70;6;190;4.100000;281.050000;277.850000;80;60000;0;mq;mq;mq;0;mq;mq;mq;mq;97660;mq;mq;-90;mq;mq;mq;mq;277.450000;mq;mq;6.800000;9.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20170201030000;mq;-70;6;300;1.100000;275.750000;275.650000;99;19990;0;mq;mq;mq;2;7020;mq;mq;mq;91990;mq;788;-60;mq;mq;mq;mq;272.450000;mq;mq;2.200000;2.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;2;mq;7020;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20170201030000;101700;-60;8;120;4.000000;281.450000;280.050000;91;10000;3;2;2;90;7;800;35;mq;mq;98800;mq;mq;-130;mq;mq;mq;mq;mq;mq;mq;5.400000;5.400000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;1;6;630;7;6;850;mq;mq;mq;mq;mq;mq;
07510;20170201030000;101360;-60;8;140;3.100000;280.850000;279.450000;91;7000;0;mq;mq;mq;1;6780;mq;mq;mq;100770;mq;mq;-120;mq;mq;mq;mq;277.550000;mq;mq;4.700000;4.700000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;6780;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20170201030000;101560;-60;7;110;1.500000;281.050000;279.650000;91;20000;0;mq;mq;mq;0;mq;mq;mq;mq;98410;mq;mq;-90;mq;mq;mq;mq;276.550000;mq;mq;3.200000;3.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20170201030000;101690;-60;7;120;2.400000;281.250000;280.150000;93;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93360;mq;mq;-30;mq;mq;mq;mq;279.750000;mq;mq;5.900000;5.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20170201030000;101840;-60;8;0;0.000000;281.750000;280.950000;95;950;45;mq;mq;mq;mq;mq;mq;mq;mq;100940;mq;mq;-110;mq;mq;mq;mq;281.150000;mq;mq;1.000000;1.000000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20170201030000;mq;-40;7;0;0.000000;277.250000;276.050000;92;11080;0;mq;mq;mq;mq;mq;mq;mq;mq;91810;mq;1497;20;mq;mq;mq;mq;276.150000;mq;mq;0.700000;2.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;1.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20170201030000;101430;-20;6;100;2.100000;278.950000;278.350000;96;4800;10;mq;mq;mq;mq;mq;mq;mq;mq;100700;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20170201030000;101490;-70;7;200;1.500000;278.050000;272.450000;67;60000;0;mq;mq;mq;0;mq;mq;mq;mq;97080;mq;mq;-60;mq;mq;mq;mq;276.750000;mq;mq;3.000000;4.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20170201030000;101610;-70;7;280;1.100000;276.750000;274.950000;88;20000;0;mq;mq;mq;2;7440;mq;mq;mq;96580;mq;mq;-80;mq;mq;mq;mq;275.150000;mq;mq;1.800000;2.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;7440;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20170201030000;101530;-80;7;130;6.800000;283.950000;281.850000;87;11340;0;mq;mq;100;8;450;mq;mq;mq;99730;mq;mq;-100;mq;mq;mq;mq;280.150000;mq;mq;10.800000;10.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;8;mq;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20170201030000;101790;-50;8;110;3.200000;284.350000;283.550000;95;2750;21;6;2;90;7;450;35;mq;mq;101690;mq;mq;-120;mq;mq;mq;mq;282.950000;mq;mq;3.900000;5.300000;-10;mq;mq;mq;mq;-0.100000;0.200000;0.800000;1.800000;2.800000;mq;mq;mq;mq;5;6;450;6;6;630;mq;mq;mq;mq;mq;mq;
07650;20170201030000;101890;-70;8;110;2.500000;285.450000;283.850000;90;27710;0;mq;mq;100;8;800;mq;mq;mq;101500;mq;mq;-30;mq;mq;mq;mq;283.450000;mq;mq;2.900000;3.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;780;5;mq;960;8;mq;1410;mq;mq;mq;
07661;20170201030000;101940;-60;7;250;1.600000;284.950000;284.050000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100330;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;2.500000;3.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20170201030000;101810;-90;8;330;5.100000;282.350000;277.950000;74;15000;2;2;2;90;7;800;35;mq;mq;101490;mq;mq;-140;mq;mq;mq;mq;282.050000;mq;mq;6.700000;7.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;6;700;4;6;2100;mq;mq;mq;mq;mq;mq;
07747;20170201030000;101750;-40;7;110;0.500000;282.850000;280.750000;87;14100;0;mq;mq;100;8;800;mq;mq;mq;101210;mq;mq;-90;mq;mq;mq;mq;277.050000;mq;mq;1.100000;1.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20170201030000;102120;-30;8;50;2.700000;278.350000;277.750000;96;19960;0;mq;mq;mq;0;mq;mq;mq;mq;102010;mq;mq;-110;mq;mq;mq;mq;278.850000;mq;mq;3.500000;3.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20170201030000;102090;-10;8;240;1.500000;279.850000;278.350000;90;20000;2;0;0;0;0;mq;30;20;10;101940;mq;mq;-50;mq;mq;mq;mq;278.150000;mq;mq;1.900000;2.000000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20170201030000;101060;0;mq;260;1.500000;301.150000;297.750000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101030;mq;mq;mq;300.450000;mq;302.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20170201030000;101070;0;mq;140;3.300000;301.050000;296.250000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101000;mq;mq;-20;mq;300.650000;mq;307.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20170201030000;100960;0;mq;140;6.400000;300.650000;297.750000;84;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100880;mq;mq;0;mq;300.050000;mq;304.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20170201030000;101190;110;3;170;3.700000;299.650000;293.950000;71;10000;2;0;0;40;3;800;38;20;10;101040;mq;mq;30;mq;mq;mq;mq;mq;mq;mq;4.500000;4.500000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;1;8;900;3;6;1500;mq;mq;mq;mq;mq;mq;
61996;20170201030000;100870;60;1;310;6.700000;292.750000;290.550000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100530;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8.200000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20170201030000;100890;-240;7;10;14.400000;279.850000;279.750000;99;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99120;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;20.100000;-10;mq;mq;mq;mq;1.000000;4.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20170201030000;101740;100;3;160;7.200000;278.350000;272.550000;66;20000;3;mq;mq;90;7;1250;35;61;60;101370;mq;mq;70;mq;mq;mq;mq;mq;mq;mq;mq;9.800000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;7;6;1200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
67005;20170201030000;101070;130;1;320;1.700000;298.750000;296.650000;88;20000;3;0;0;40;3;800;38;20;12;100990;mq;mq;30;mq;mq;mq;mq;mq;mq;mq;2.600000;2.600000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.600000;mq;mq;mq;mq;3;8;660;1;6;1400;2;0;9000;mq;mq;mq;
71805;20170201030000;101230;270;2;330;8.700000;269.350000;265.050000;72;47350;0;mq;mq;100;2;1250;mq;mq;mq;101140;mq;mq;700;mq;mq;mq;mq;271.750000;mq;mq;12.500000;12.500000;-10;mq;mq;mq;mq;0.600000;0.800000;0.800000;0.800000;0.800000;mq;mq;mq;mq;2;mq;1050;7;mq;1620;8;mq;1920;mq;mq;mq;
78890;20170201030000;101750;0;mq;100;11.900000;298.550000;293.550000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101440;mq;mq;-80;mq;297.550000;mq;301.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20170201030000;101800;20;0;130;0.800000;295.450000;294.450000;94;21860;mq;mq;mq;mq;mq;mq;mq;mq;mq;101710;mq;mq;-40;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.400000;1.400000;4.800000;5.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20170201030000;101690;50;1;90;4.500000;297.950000;294.250000;80;60000;mq;mq;mq;mq;mq;mq;mq;mq;mq;101600;mq;mq;-110;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-0.100000;-0.100000;0.400000;0.400000;3.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20170201030000;101310;0;mq;50;1.100000;297.250000;296.350000;95;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101250;mq;mq;-90;mq;295.850000;mq;304.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.400000;0.400000;4.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20170201030000;101290;20;0;60;4.900000;299.150000;297.050000;88;17080;0;mq;mq;100;8;800;mq;mq;mq;101200;mq;mq;-70;mq;mq;mq;mq;298.650000;mq;mq;7.100000;11.100000;-10;mq;mq;mq;mq;0.200000;0.200000;0.600000;0.600000;1.200000;mq;mq;mq;mq;4;mq;660;5;mq;960;6;mq;1500;mq;mq;mq;
81408;20170201030000;101240;10;mq;0;0.000000;297.450000;296.750000;96;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101170;mq;mq;-80;mq;296.750000;mq;302.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;1.200000;17.100000;18.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20170201030000;101360;0;mq;60;0.900000;296.550000;296.050000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100140;mq;mq;-70;mq;296.050000;mq;305.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.600000;0.800000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20170201030000;98340;10;0;130;15.900000;275.150000;266.850000;54;25000;2;1;1;75;1;3500;30;24;11;97820;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;22.600000;26.200000;-30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;3;3000;6;0;6000;mq;mq;mq;mq;mq;mq;
07005;20170201060000;101180;-130;6;130;3.900000;281.950000;281.850000;99;700;44;4;4;100;8;150;37;mq;mq;100310;mq;mq;-250;280.250000;mq;281.950000;mq;279.550000;mq;mq;7.400000;7.400000;-10;1;0.000000;mq;mq;0.000000;0.200000;0.400000;0.800000;1.600000;mq;mq;mq;mq;8;7;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20170201060000;101310;-120;6;160;2.900000;279.250000;279.150000;99;5500;0;mq;mq;100;8;450;mq;mq;mq;100730;mq;mq;-230;276.450000;mq;279.250000;mq;276.350000;mq;mq;4.300000;5.400000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20170201060000;100870;-60;6;220;3.600000;282.950000;282.150000;95;6000;2;2;mq;100;8;800;37;mq;mq;100770;mq;mq;-280;282.950000;mq;285.550000;mq;mq;mq;mq;5.200000;7.000000;-10;mq;mq;mq;mq;0.400000;1.800000;2.000000;2.200000;5.800000;mq;mq;mq;mq;8;7;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20170201060000;101010;-80;6;170;4.400000;283.050000;282.250000;95;4420;61;mq;mq;100;1;800;mq;mq;mq;100200;mq;mq;-270;282.850000;mq;285.150000;mq;281.450000;mq;mq;6.200000;6.300000;-10;2;0.000000;mq;mq;0.400000;0.400000;0.400000;0.400000;1.800000;mq;mq;mq;mq;1;mq;690;7;mq;1800;8;mq;2280;mq;mq;mq;
07037;20170201060000;101160;-120;6;150;4.000000;282.250000;281.950000;98;1190;10;mq;mq;101;9;30;mq;mq;mq;99330;mq;mq;-180;281.950000;mq;283.950000;mq;281.250000;mq;mq;5.500000;6.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.800000;1.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20170201060000;101480;-120;6;110;2.900000;278.150000;278.150000;100;1900;10;mq;mq;100;8;80;mq;mq;mq;100310;mq;mq;60;278.050000;mq;279.550000;mq;276.950000;mq;mq;3.700000;3.700000;-10;2;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;8;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20170201060000;100770;-200;8;170;5.100000;281.650000;281.650000;100;6830;0;mq;mq;100;8;80;mq;mq;mq;99590;mq;mq;-230;281.550000;mq;284.250000;mq;mq;mq;mq;7.200000;7.400000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;7.300000;8.300000;mq;mq;mq;mq;8;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20170201060000;100810;-170;8;20;2.000000;282.050000;281.150000;94;18000;0;2;2;90;5;800;35;mq;mq;100110;mq;mq;-220;282.050000;mq;285.950000;mq;mq;mq;mq;3.900000;6.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.200000;2.200000;2.600000;mq;mq;mq;mq;5;6;700;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20170201060000;101020;-100;6;170;3.300000;283.150000;282.850000;98;5610;0;mq;mq;100;8;150;mq;mq;mq;100570;mq;mq;-280;282.950000;mq;284.350000;mq;282.250000;mq;mq;4.600000;5.600000;-10;2;0.000000;mq;mq;-0.100000;0.600000;0.600000;0.600000;3.000000;mq;mq;mq;mq;7;mq;150;8;mq;1500;mq;mq;mq;mq;mq;mq;
07139;20170201060000;101180;-40;6;190;2.900000;281.350000;280.750000;96;6010;58;mq;mq;100;8;150;mq;mq;mq;99430;mq;mq;-200;279.850000;mq;284.350000;mq;278.250000;mq;mq;4.800000;4.800000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;0.200000;0.200000;0.400000;mq;mq;mq;mq;8;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20170201060000;101330;-60;6;180;2.300000;281.850000;281.350000;97;2670;10;2;2;100;8;80;mq;mq;mq;100240;mq;mq;-50;281.850000;mq;284.550000;mq;mq;mq;mq;4.000000;4.900000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;8;mq;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20170201060000;101460;-60;6;130;1.900000;281.450000;281.450000;100;4340;10;mq;mq;100;8;80;mq;mq;mq;100030;mq;mq;20;280.950000;mq;282.250000;mq;279.650000;mq;mq;2.800000;4.100000;-10;1;0.000000;mq;mq;0.000000;0.200000;0.200000;0.400000;4.800000;mq;mq;mq;mq;8;mq;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20170201060000;101710;-60;6;110;2.500000;274.750000;274.750000;100;190;45;mq;mq;101;9;30;mq;mq;mq;97490;mq;mq;160;274.750000;mq;278.950000;mq;274.650000;mq;mq;3.600000;5.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20170201060000;101880;-40;8;330;1.500000;274.650000;274.250000;97;2670;10;mq;mq;100;8;250;mq;mq;mq;99990;mq;mq;370;274.550000;mq;276.150000;mq;273.650000;mq;mq;2.300000;2.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;5.700000;mq;mq;mq;mq;8;mq;240;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20170201060000;101010;-90;6;190;6.800000;283.550000;283.350000;99;10000;50;5;2;100;6;450;37;22;mq;100490;mq;mq;-240;283.350000;mq;284.550000;mq;mq;mq;mq;8.300000;9.400000;-10;mq;mq;mq;mq;0.200000;1.400000;2.200000;2.200000;10.900000;mq;mq;mq;mq;6;7;300;8;4;2000;mq;mq;mq;mq;mq;mq;
07222;20170201060000;101120;-70;6;150;3.200000;282.550000;282.250000;98;2820;61;mq;mq;100;5;150;mq;mq;mq;100800;mq;mq;-220;282.550000;mq;284.650000;mq;281.650000;mq;mq;4.700000;4.700000;-10;2;0.000000;mq;mq;0.200000;1.600000;1.800000;1.800000;5.100000;mq;mq;mq;mq;4;mq;120;5;mq;1020;5;mq;1410;mq;mq;mq;
07240;20170201060000;101290;-40;6;130;2.500000;279.450000;278.850000;96;3300;10;mq;mq;90;7;5460;mq;mq;mq;99920;mq;mq;-170;279.350000;mq;285.550000;mq;277.250000;mq;mq;3.000000;3.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;5460;7;mq;7020;mq;mq;mq;mq;mq;mq;
07255;20170201060000;101470;-60;6;70;2.400000;276.950000;276.550000;97;340;45;mq;mq;101;9;30;mq;mq;mq;99420;mq;mq;-110;276.850000;mq;284.250000;mq;276.650000;mq;mq;3.000000;3.300000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20170201060000;101620;-50;8;170;2.300000;279.150000;278.750000;97;150;44;mq;mq;mq;1;150;mq;mq;mq;98850;mq;mq;-80;278.350000;mq;281.450000;mq;275.450000;mq;mq;2.800000;2.800000;-10;2;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;1.600000;mq;mq;mq;mq;1;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20170201060000;101890;0;4;310;1.300000;274.750000;274.650000;99;1420;51;5;5;100;8;30;37;mq;mq;98510;mq;mq;210;274.750000;mq;279.150000;mq;274.050000;mq;mq;2.200000;2.300000;-10;2;0.000000;0.000000;-60;0.200000;1.000000;2.500000;9.300000;19.800000;mq;mq;mq;mq;3;7;30;8;7;90;mq;mq;mq;mq;mq;mq;
07314;20170201060000;101210;-50;6;160;1.200000;281.950000;280.050000;88;10000;2;2;mq;100;8;2250;30;22;mq;100930;mq;mq;-160;281.450000;mq;285.550000;mq;mq;mq;mq;3.800000;4.500000;-10;1;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;4;2200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
